Indicator,Country,Start Year,End Year,Value,Unit,Source
Percent of the rural population with access to electricity,Bangladesh,1981,1981,15.801,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1982,1982,16.212,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1983,1983,16.631,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1984,1984,17.06,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1985,1985,17.496,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1986,1986,17.941,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1987,1987,18.395,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1988,1988,18.859,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1989,1989,19.33,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1990,1990,19.811,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1991,1991,20.257,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1992,1992,20.61,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1993,1993,20.966,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1994,1994,21.328,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1995,1995,21.693,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1996,1996,22.064,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1997,1997,22.438,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1998,1998,22.818,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1999,1999,23.202,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2000,2000,23.59,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2001,2001,24.096,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2002,2002,24.756,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2003,2003,25.429,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2004,2004,26.114,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2005,2005,26.809,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2006,2006,27.517,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2007,2007,28.237,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2008,2008,28.968,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2009,2009,29.709,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2010,2010,30.462,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2011,2011,31.225,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2012,2012,31.993,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2013,2013,32.762,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2014,2014,33.535,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2015,2015,34.308,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2016,2016,35.083,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2017,2017,35.858,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2018,2018,36.632,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2019,2019,37.405,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2020,2020,38.177,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2021,2021,38.946,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2022,2022,39.711,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,2023,2023,40.473,%,World Bank
Adult underweight,Bangladesh,1990,1990,44.36,%,WHO
Adult underweight,Bangladesh,1991,1991,43.79,%,WHO
Adult underweight,Bangladesh,1992,1992,43.2,%,WHO
Adult underweight,Bangladesh,1993,1993,42.6,%,WHO
Adult underweight,Bangladesh,1994,1994,41.98,%,WHO
Adult underweight,Bangladesh,1995,1995,41.33,%,WHO
Adult underweight,Bangladesh,1996,1996,40.64,%,WHO
Adult underweight,Bangladesh,1997,1997,39.91,%,WHO
Adult underweight,Bangladesh,1998,1998,39.13,%,WHO
Adult underweight,Bangladesh,1999,1999,38.29,%,WHO
Adult underweight,Bangladesh,2000,2000,37.4,%,WHO
Adult underweight,Bangladesh,2001,2001,36.45,%,WHO
Adult underweight,Bangladesh,2002,2002,35.46,%,WHO
Adult underweight,Bangladesh,2003,2003,34.42,%,WHO
Adult underweight,Bangladesh,2004,2004,33.34,%,WHO
Adult underweight,Bangladesh,2005,2005,32.21,%,WHO
Adult underweight,Bangladesh,2006,2006,31.06,%,WHO
Adult underweight,Bangladesh,2007,2007,29.87,%,WHO
Adult underweight,Bangladesh,2008,2008,28.66,%,WHO
Adult underweight,Bangladesh,2009,2009,27.42,%,WHO
Adult underweight,Bangladesh,2010,2010,26.16,%,WHO
Adult underweight,Bangladesh,2011,2011,24.9,%,WHO
Adult underweight,Bangladesh,2012,2012,23.65,%,WHO
Adult underweight,Bangladesh,2013,2013,22.42,%,WHO
Adult underweight,Bangladesh,2014,2014,21.24,%,WHO
Adult underweight,Bangladesh,2015,2015,20.09,%,WHO
Adult underweight,Bangladesh,2016,2016,18.98,%,WHO
Adult underweight,Bangladesh,2017,2017,17.92,%,WHO
Adult underweight,Bangladesh,2018,2018,16.89,%,WHO
Adult underweight,Bangladesh,2019,2019,15.9,%,WHO
Adult underweight,Bangladesh,2020,2020,14.95,%,WHO
Adult underweight,Bangladesh,2021,2021,14.04,%,WHO
Adult underweight,Bangladesh,2022,2022,13.17,%,WHO
Children (6-23 months): Minimum acceptable diet,Bangladesh,2011,2011,20.8,%,UNICEF
Children (6-23 months): Minimum acceptable diet,Bangladesh,2014,2014,22.8,%,UNICEF
Children (6-23 months): Minimum acceptable diet,Bangladesh,2018,2018,35.4,%,UNICEF
Children (6-23 months): Minimum acceptable diet,Bangladesh,2019,2019,26.9,%,UNICEF
Children (6-23 months): Minimum acceptable diet,Bangladesh,2022,2022,28.7,%,UNICEF
Adults: Pulses consumption,Bangladesh,2022,2022,58.4,%,Global Diet Quality Project / Gallup World Poll
Underweight in children and adolescents 5-19 years,Bangladesh,1990,1990,26.98,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1991,1991,26.74,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1992,1992,26.49,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1993,1993,26.23,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1994,1994,25.95,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1995,1995,25.65,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1996,1996,25.33,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1997,1997,25,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1998,1998,24.65,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,1999,1999,24.3,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2000,2000,23.95,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2001,2001,23.61,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2002,2002,23.27,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2003,2003,22.94,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2004,2004,22.6,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2005,2005,22.26,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2006,2006,21.94,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2007,2007,21.63,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2008,2008,21.33,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2009,2009,21.02,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2010,2010,20.69,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2011,2011,20.35,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2012,2012,19.98,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2013,2013,19.6,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2014,2014,19.21,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2015,2015,18.81,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2016,2016,18.4,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2017,2017,17.99,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2018,2018,17.6,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2019,2019,17.22,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2020,2020,16.86,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2021,2021,16.52,%,WHO
Underweight in children and adolescents 5-19 years,Bangladesh,2022,2022,16.19,%,WHO
Female share of landholdings,Bangladesh,2008,2008,0.57,% landholdings,FAO Gender and Land Database
Road density,Bangladesh,2018,2018,0.01408289160328801,km/km²,Meijer et al. 2018
Environmental performance index score,Bangladesh,2022,2022,23.1,,Wolf et al. 2022
Environmental performance index score,Bangladesh,2024,2024,27.8,,Wolf et al. 2022
Food supply variability per capita,Bangladesh,2000,2000,38,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2001,2001,30,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2002,2002,35,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2003,2003,29,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2004,2004,23,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2005,2005,20,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2006,2006,18,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2007,2007,14,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2008,2008,16,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2009,2009,18,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2010,2010,20,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2011,2011,39,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2012,2012,41,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2013,2013,35,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2014,2014,35,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2015,2015,19,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2016,2016,31,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2017,2017,31,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2018,2018,31,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2019,2019,38,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2020,2020,38,kcal/capita/day,FAOSTAT
Food supply variability per capita,Bangladesh,2021,2021,34,kcal/capita/day,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1961,1961,3.1865,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1962,1962,3.2014,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1963,1963,3.1856,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1964,1964,3.1864,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1965,1965,3.1926,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1966,1966,3.2059,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1967,1967,3.1856,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1968,1968,3.186,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1969,1969,3.1906,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1970,1970,3.1827,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1971,1971,3.1351,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1972,1972,3.1351,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1973,1973,3.1343,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1974,1974,3.1343,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1975,1975,3.1343,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1976,1976,3.1327,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1977,1977,3.1258,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1978,1978,3.1371,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1979,1979,3.1378,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1980,1980,3.1368,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1981,1981,3.1368,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1982,1982,3.1371,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1983,1983,3.1372,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1984,1984,3.1354,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1985,1985,3.1396,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1986,1986,3.1401,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1987,1987,3.75,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1988,1988,3.139,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1989,1989,3.15,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1990,1990,3.1368,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1991,1991,3.1369,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1992,1992,3.1369,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1993,1993,3.1372,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1994,1994,3.1016,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1995,1995,3.1018,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1996,1996,3.1077,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1997,1997,3.0998,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1998,1998,3.1189,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,1999,1999,3.0889,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2000,2000,3.1194,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2001,2001,3.0835,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2002,2002,3.1039,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2003,2003,3.0878,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2004,2004,3.0878,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2005,2005,3.1046,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2006,2006,3.1084,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2007,2007,3.1557,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2008,2008,3.2864,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for eggs,Bangladesh,2009,2009,3.2849,kg CO2eq/kg product,FAOSTAT
